Identifier,Value,Field,Value,,
EURATMSWAPTION0F15,LAST_PRICE,0.17,,,
EURATMSWAPTION0F20,LAST_PRICE,0.18,,,
EURATMSWAPTION0F30,LAST_PRICE,0.19,,,
EURATMSWAPTION0101,LAST_PRICE,0.1,,,
EURATMSWAPTION0102,LAST_PRICE,0.11,,,
EURATMSWAPTION0103,LAST_PRICE,0.12,,,
EURATMSWAPTION0105,LAST_PRICE,0.13,,,
EURATMSWAPTION0107,LAST_PRICE,0.14,,,
EURATMSWAPTION0110,LAST_PRICE,0.15,,,
EURATMSWAPTION0112,LAST_PRICE,0.16,,,
EURATMSWAPTION0115,LAST_PRICE,0.17,,,
EURATMSWAPTION0120,LAST_PRICE,0.18,,,
EURATMSWAPTION0130,LAST_PRICE,0.19,,,
EURATMSWAPTION0201,LAST_PRICE,0.1,,,
EURATMSWAPTION0202,LAST_PRICE,0.11,,,
EURATMSWAPTION0203,LAST_PRICE,0.12,,,
EURATMSWAPTION0205,LAST_PRICE,0.13,,,
EURATMSWAPTION0207,LAST_PRICE,0.14,,,
EURATMSWAPTION0210,LAST_PRICE,0.15,,,
EURATMSWAPTION0212,LAST_PRICE,0.16,,,
EURATMSWAPTION0215,LAST_PRICE,0.17,,,
EURATMSWAPTION0220,LAST_PRICE,0.18,,,
EURATMSWAPTION0230,LAST_PRICE,0.19,,,
EURATMSWAPTION0301,LAST_PRICE,0.1,,,
EURATMSWAPTION0302,LAST_PRICE,0.11,,,
EURATMSWAPTION0303,LAST_PRICE,0.12,,,
EURATMSWAPTION0305,LAST_PRICE,0.13,,,
EURATMSWAPTION0307,LAST_PRICE,0.14,,,
EURATMSWAPTION0310,LAST_PRICE,0.15,,,
EURATMSWAPTION0312,LAST_PRICE,0.16,,,
EURATMSWAPTION0315,LAST_PRICE,0.17,,,
EURATMSWAPTION0320,LAST_PRICE,0.18,,,
EURATMSWAPTION0330,LAST_PRICE,0.19,,,
EURATMSWAPTION0501,LAST_PRICE,0.1,,,
EURATMSWAPTION0502,LAST_PRICE,0.11,,,
EURATMSWAPTION0503,LAST_PRICE,0.12,,,
EURATMSWAPTION0505,LAST_PRICE,0.13,,,
EURATMSWAPTION0507,LAST_PRICE,0.14,,,
EURATMSWAPTION0510,LAST_PRICE,0.15,,,
EURATMSWAPTION0512,LAST_PRICE,0.16,,,
EURATMSWAPTION0515,LAST_PRICE,0.17,,,
EURATMSWAPTION0520,LAST_PRICE,0.18,,,
EURATMSWAPTION0530,LAST_PRICE,0.19,,,
EURATMSWAPTION1001,LAST_PRICE,0.1,,,
EURATMSWAPTION1002,LAST_PRICE,0.11,,,
EURATMSWAPTION1003,LAST_PRICE,0.12,,,
EURATMSWAPTION1005,LAST_PRICE,0.13,,,
EURATMSWAPTION1007,LAST_PRICE,0.14,,,
EURATMSWAPTION1010,LAST_PRICE,0.15,,,
EURATMSWAPTION1012,LAST_PRICE,0.16,,,
EURATMSWAPTION1015,LAST_PRICE,0.17,,,
EURATMSWAPTION1020,LAST_PRICE,0.18,,,
EURATMSWAPTION1030,LAST_PRICE,0.19,,,
GBPATMSWAPTION0C01,LAST_PRICE,0.1,,,
GBPATMSWAPTION0C02,LAST_PRICE,0.11,,,
GBPATMSWAPTION0C03,LAST_PRICE,0.12,,,
GBPATMSWAPTION0C05,LAST_PRICE,0.13,,,
GBPATMSWAPTION0C07,LAST_PRICE,0.14,,,
GBPATMSWAPTION0C10,LAST_PRICE,0.15,,,
GBPATMSWAPTION0C12,LAST_PRICE,0.16,,,
GBPATMSWAPTION0C15,LAST_PRICE,0.17,,,
GBPATMSWAPTION0C20,LAST_PRICE,0.18,,,
GBPATMSWAPTION0C30,LAST_PRICE,0.19,,,
GBPATMSWAPTION0F01,LAST_PRICE,0.1,,,
GBPATMSWAPTION0F02,LAST_PRICE,0.11,,,
GBPATMSWAPTION0F03,LAST_PRICE,0.12,,,
GBPATMSWAPTION0F05,LAST_PRICE,0.13,,,
GBPATMSWAPTION0F07,LAST_PRICE,0.14,,,
GBPATMSWAPTION0F10,LAST_PRICE,0.15,,,
GBPATMSWAPTION0F12,LAST_PRICE,0.16,,,
GBPATMSWAPTION0F15,LAST_PRICE,0.17,,,
GBPATMSWAPTION0F20,LAST_PRICE,0.18,,,
GBPATMSWAPTION0F30,LAST_PRICE,0.19,,,
GBPATMSWAPTION0101,LAST_PRICE,0.1,,,
GBPATMSWAPTION0102,LAST_PRICE,0.11,,,
GBPATMSWAPTION0103,LAST_PRICE,0.12,,,
GBPATMSWAPTION0105,LAST_PRICE,0.13,,,
GBPATMSWAPTION0107,LAST_PRICE,0.14,,,
GBPATMSWAPTION0110,LAST_PRICE,0.15,,,
GBPATMSWAPTION0112,LAST_PRICE,0.16,,,
GBPATMSWAPTION0115,LAST_PRICE,0.17,,,
GBPATMSWAPTION0120,LAST_PRICE,0.18,,,
GBPATMSWAPTION0130,LAST_PRICE,0.19,,,
GBPATMSWAPTION0201,LAST_PRICE,0.1,,,
GBPATMSWAPTION0202,LAST_PRICE,0.11,,,
GBPATMSWAPTION0203,LAST_PRICE,0.12,,,
GBPATMSWAPTION0205,LAST_PRICE,0.13,,,
GBPATMSWAPTION0207,LAST_PRICE,0.14,,,
GBPATMSWAPTION0210,LAST_PRICE,0.15,,,
GBPATMSWAPTION0212,LAST_PRICE,0.16,,,
GBPATMSWAPTION0215,LAST_PRICE,0.17,,,
GBPATMSWAPTION0220,LAST_PRICE,0.18,,,
GBPATMSWAPTION0230,LAST_PRICE,0.19,,,
GBPATMSWAPTION0301,LAST_PRICE,0.1,,,
GBPATMSWAPTION0302,LAST_PRICE,0.11,,,
GBPATMSWAPTION0303,LAST_PRICE,0.12,,,
GBPATMSWAPTION0305,LAST_PRICE,0.13,,,
GBPATMSWAPTION0307,LAST_PRICE,0.14,,,
GBPATMSWAPTION0310,LAST_PRICE,0.15,,,
GBPATMSWAPTION0312,LAST_PRICE,0.16,,,
GBPATMSWAPTION0315,LAST_PRICE,0.17,,,
GBPATMSWAPTION0320,LAST_PRICE,0.18,,,
GBPATMSWAPTION0330,LAST_PRICE,0.19,,,
GBPATMSWAPTION0501,LAST_PRICE,0.1,,,
GBPATMSWAPTION0502,LAST_PRICE,0.11,,,
GBPATMSWAPTION0503,LAST_PRICE,0.12,,,
GBPATMSWAPTION0505,LAST_PRICE,0.13,,,
GBPATMSWAPTION0507,LAST_PRICE,0.14,,,
GBPATMSWAPTION0510,LAST_PRICE,0.15,,,
GBPATMSWAPTION0512,LAST_PRICE,0.16,,,
GBPATMSWAPTION0515,LAST_PRICE,0.17,,,
GBPATMSWAPTION0520,LAST_PRICE,0.18,,,
GBPATMSWAPTION0530,LAST_PRICE,0.19,,,
GBPATMSWAPTION1001,LAST_PRICE,0.1,,,
GBPATMSWAPTION1002,LAST_PRICE,0.11,,,
GBPATMSWAPTION1003,LAST_PRICE,0.12,,,
GBPATMSWAPTION1005,LAST_PRICE,0.13,,,
GBPATMSWAPTION1007,LAST_PRICE,0.14,,,
GBPATMSWAPTION1010,LAST_PRICE,0.15,,,
GBPATMSWAPTION1012,LAST_PRICE,0.16,,,
GBPATMSWAPTION1015,LAST_PRICE,0.17,,,
GBPATMSWAPTION1020,LAST_PRICE,0.18,,,
GBPATMSWAPTION1030,LAST_PRICE,0.19,,,
#FX,Forwards,,,,
EURUSD1WFXFORWARD,LAST_PRICE,0.0001,,,
EURUSD2WFXFORWARD,LAST_PRICE,0.00015,,,
EURUSD3WFXFORWARD,LAST_PRICE,0.0002,,,
EURUSD1MFXFORWARD,LAST_PRICE,0.0007,,,
EURUSD3MFXFORWARD,LAST_PRICE,0.0012,,,
EURUSD6MFXFORWARD,LAST_PRICE,0.0015,,,
EURUSD9MFXFORWARD,LAST_PRICE,0.0027,,,
EURUSD1YFXFORWARD,LAST_PRICE,0.0036,,,
EURUSD2YFXFORWARD,LAST_PRICE,0.01,,,
EURUSD3YFXFORWARD,LAST_PRICE,0.03,,,
EURUSD4YFXFORWARD,LAST_PRICE,0.06,,,
EURUSD5YFXFORWARD,LAST_PRICE,0.0669,,,
EURUSD6YFXFORWARD,LAST_PRICE,0.07,,,
EURUSD7YFXFORWARD,LAST_PRICE,0.08,,,
EURUSD8YFXFORWARD,LAST_PRICE,0.085,,,
EURUSD9YFXFORWARD,LAST_PRICE,0.11,,,
EURUSD10YFXFORWARD,LAST_PRICE,0.12,,,
JPYUSD1WFXFORWARD,LAST_PRICE,-0.0001,,,
JPYUSD2WFXFORWARD,LAST_PRICE,-0.00015,,,
JPYUSD3WFXFORWARD,LAST_PRICE,-0.0002,,,
JPYUSD1MFXFORWARD,LAST_PRICE,-0.0007,,,
JPYUSD3MFXFORWARD,LAST_PRICE,-0.0012,,,
JPYUSD6MFXFORWARD,LAST_PRICE,-0.0015,,,
JPYUSD9MFXFORWARD,LAST_PRICE,-0.0027,,,
JPYUSD1YFXFORWARD,LAST_PRICE,-0.004,,,
JPYUSD2YFXFORWARD,LAST_PRICE,-0.01,,,
JPYUSD3YFXFORWARD,LAST_PRICE,-0.03,,,
JPYUSD4YFXFORWARD,LAST_PRICE,-0.033,,,
JPYUSD5YFXFORWARD,LAST_PRICE,-0.04,,,
JPYUSD6YFXFORWARD,LAST_PRICE,-0.046,,,
JPYUSD7YFXFORWARD,LAST_PRICE,-0.052,,,
JPYUSD8YFXFORWARD,LAST_PRICE,-0.063,,,
JPYUSD9YFXFORWARD,LAST_PRICE,-0.06,,,
JPYUSD10YFXFORWARD,LAST_PRICE,-0.25,,,
CHFUSD1WFXFORWARD,LAST_PRICE,-5E-05,,,
CHFUSD2WFXFORWARD,LAST_PRICE,-0.0001,,,
CHFUSD3WFXFORWARD,LAST_PRICE,-0.0002,,,
CHFUSD1MFXFORWARD,LAST_PRICE,-0.0006,,,
CHFUSD3MFXFORWARD,LAST_PRICE,-0.001,,,
CHFUSD6MFXFORWARD,LAST_PRICE,-0.0013,,,
CHFUSD9MFXFORWARD,LAST_PRICE,-0.002,,,
CHFUSD1YFXFORWARD,LAST_PRICE,0.005,,,
CHFUSD2YFXFORWARD,LAST_PRICE,0.01,,,
CHFUSD3YFXFORWARD,LAST_PRICE,0.024,,,
CHFUSD4YFXFORWARD,LAST_PRICE,0.035,,,
CHFUSD5YFXFORWARD,LAST_PRICE,0.042,,,
CHFUSD6YFXFORWARD,LAST_PRICE,0.056,,,
CHFUSD7YFXFORWARD,LAST_PRICE,0.079,,,
CHFUSD8YFXFORWARD,LAST_PRICE,0.08,,,
CHFUSD9YFXFORWARD,LAST_PRICE,0.085,,,
CHFUSD10YFXFORWARD,LAST_PRICE,-0.09,,,
AUDUSD1WFXFORWARD,LAST_PRICE,-5E-05,,,
AUDUSD2WFXFORWARD,LAST_PRICE,-0.00013,,,
AUDUSD3WFXFORWARD,LAST_PRICE,-0.00022,,,
AUDUSD1MFXFORWARD,LAST_PRICE,-0.0003,,,
AUDUSD3MFXFORWARD,LAST_PRICE,-0.0012,,,
AUDUSD6MFXFORWARD,LAST_PRICE,-0.0012,,,
AUDUSD9MFXFORWARD,LAST_PRICE,-0.003,,,
AUDUSD1YFXFORWARD,LAST_PRICE,-0.007,,,
AUDUSD2YFXFORWARD,LAST_PRICE,-0.015,,,
AUDUSD3YFXFORWARD,LAST_PRICE,-0.021,,,
AUDUSD4YFXFORWARD,LAST_PRICE,-0.029,,,
AUDUSD5YFXFORWARD,LAST_PRICE,-0.048,,,
AUDUSD6YFXFORWARD,LAST_PRICE,-0.065,,,
AUDUSD7YFXFORWARD,LAST_PRICE,-0.073,,,
AUDUSD8YFXFORWARD,LAST_PRICE,-0.077,,,
AUDUSD9YFXFORWARD,LAST_PRICE,-0.089,,,
AUDUSD10YFXFORWARD,LAST_PRICE,-0.1,,,
GBPUSD1WFXFORWARD,LAST_PRICE,-5E-05,,,
GBPUSD2WFXFORWARD,LAST_PRICE,-0.00013,,,
GBPUSD3WFXFORWARD,LAST_PRICE,-0.00022,,,
GBPUSD1MFXFORWARD,LAST_PRICE,-0.0003,,,
GBPUSD3MFXFORWARD,LAST_PRICE,-0.0012,,,
GBPUSD6MFXFORWARD,LAST_PRICE,-0.0017,,,
GBPUSD9MFXFORWARD,LAST_PRICE,0.003,,,
GBPUSD1YFXFORWARD,LAST_PRICE,0.007,,,
GBPUSD2YFXFORWARD,LAST_PRICE,0.015,,,
GBPUSD3YFXFORWARD,LAST_PRICE,0.021,,,
GBPUSD4YFXFORWARD,LAST_PRICE,0.029,,,
GBPUSD5YFXFORWARD,LAST_PRICE,0.048,,,
GBPUSD6YFXFORWARD,LAST_PRICE,0.065,,,
GBPUSD7YFXFORWARD,LAST_PRICE,0.073,,,
GBPUSD8YFXFORWARD,LAST_PRICE,0.077,,,
GBPUSD9YFXFORWARD,LAST_PRICE,0.089,,,
GBPUSD10YFXFORWARD,LAST_PRICE,0.1,,,
#Equity,options,,,,
AAPL/2013-10-14 C440,LAST_PRICE,0.59,
AAPL/2013-10-14 C445,LAST_PRICE,0.45,
AAPL/2013-10-14 C460,LAST_PRICE,1.39,
AAPL/2013-10-14 P435,LAST_PRICE,0.72,
AAPL/2013-10-14 P400,LAST_PRICE,0.68,
AAPL/2013-10-22 C505,LAST_PRICE,0.65,
AAPL/2013-10-19 C640,LAST_PRICE,3.95,
AAPL/2013-11-20 C510,LAST_PRICE,0.995,
AAPL/2013-11-22 C605,LAST_PRICE,1.86,
#Index,options,,,,
SPX,LAST_PRICE,2470,,,
SPX/2013-11-18,P,1300,LAST_PRICE,104.6,
SPX/2013-10-18,P,1300,LAST_PRICE,98.5,
SPX/2013-11-18,P,1325,LAST_PRICE,123.5,
SPX/2013-12-18,P,1325,LAST_PRICE,178.97,
SPX/2013-12-18,P,1250,LAST_PRICE,78.99,
VIX,LAST_PRICE,14.39,,,
RUO,LAST_PRICE,1017.48,,,
ES/18M,LAST_PRICE,2016.1,,,
ES/18U,LAST_PRICE,1990.1,,,
ES/18Z,LAST_PRICE,3281.5,,,
TF/18M,LAST_PRICE,3260.12,,,
TF/18U,LAST_PRICE,3210.08,,,
SP/18M,LAST_PRICE,3245,,,
SP/18U,LAST_PRICE,3001,,,
#EURIBOR,futures,,,,
ERH13,LAST_PRICE,0.9995,,,
ERM13,LAST_PRICE,0.9993,,,
ERU13,LAST_PRICE,0.9991,,,
ERZ13,LAST_PRICE,0.999,,,
ERH14,LAST_PRICE,0.9989,,,
ERM14,LAST_PRICE,0.9988,,,
ERU14,LAST_PRICE,0.99879,,,
ERZ14,LAST_PRICE,0.99876,,,
ERH15,LAST_PRICE,0.99845,,,
ERM15,LAST_PRICE,0.9981,,,
ERU15,LAST_PRICE,0.99805,,,
ERZ15,LAST_PRICE,0.998,,,
ERH16,LAST_PRICE,0.9889,,,
ERM16,LAST_PRICE,0.9886,,,
ERU16,LAST_PRICE,0.98855,,,
ERZ16,LAST_PRICE,0.98847,,,
ERH17,LAST_PRICE,0.98834,,,
ERM17,LAST_PRICE,0.98813,,,
ERU17,LAST_PRICE,0.98806,,,
ERZ17,LAST_PRICE,0.98801,,,
ERH18,LAST_PRICE,0.988,,,
ERM18,LAST_PRICE,0.985,,,
ERU18,LAST_PRICE,0.983,,,
ERZ18,LAST_PRICE,0.9825,,,
ERH19,LAST_PRICE,0.98178,,,
ERM19,LAST_PRICE,0.98145,,,
ERU19,LAST_PRICE,0.98132,,,
ERZ19,LAST_PRICE,0.98129,,,
ERH20,LAST_PRICE,0.98124,,,
ERM20,LAST_PRICE,0.98115,,,
ERU20,LAST_PRICE,0.98111,,,
ERZ20,LAST_PRICE,0.98106,,,
ERH21,LAST_PRICE,0.981,,,
ERM21,LAST_PRICE,0.9804,,,
ERU21,LAST_PRICE,0.9801,,,
ERZ21,LAST_PRICE,0.9797,,,
ERH22,LAST_PRICE,0.9792,,,
ERM22,LAST_PRICE,0.9784,,,
ERU22,LAST_PRICE,0.9764,,,
ERZ22,LAST_PRICE,0.9745,,,
ERH23,LAST_PRICE,0.9725,,,
ERM23,LAST_PRICE,0.9711,,,
ERU23,LAST_PRICE,0.9704,,,
ERZ23,LAST_PRICE,0.97,,,
#Uganda,bonds,,,,
UG0000000012,LAST_PRICE,0.04,,,
UG0000000018,LAST_PRICE,0.044,,,
UG0000000024,LAST_PRICE,0.047,,,
UG0000000030,LAST_PRICE,0.049,,,
UG0000000036,LAST_PRICE,0.05,,,
UG0000000042,LAST_PRICE,0.051,,,
UG0000000048,LAST_PRICE,0.053,,,
UG0000000054,LAST_PRICE,0.056,,,
UG0000000060,LAST_PRICE,0.06,,,
UG0000000066,LAST_PRICE,0.066,,,
UG0000000072,LAST_PRICE,0.069,,,
UG0000000078,LAST_PRICE,0.071,,,
UG0000000084,LAST_PRICE,0.073,,,
UG0000000090,LAST_PRICE,0.074,,,
UG0000000096,LAST_PRICE,0.078,,,
UG0000000102,LAST_PRICE,0.08,,,
UG0000000108,LAST_PRICE,0.086,,,
UG0000000114,LAST_PRICE,0.096,,,
UG0000000120,LAST_PRICE,0.1,,,
UG0000000126,LAST_PRICE,0.11,,,
#Equity,options,,,,
AAPL 05/17/14 C363.0,LAST_IMPVOL,90,
AAPL 05/17/14 C366.0,LAST_IMPVOL,70,
AAPL 05/17/14 C369.0,LAST_IMPVOL,65,
AAPL 05/17/14 C372.0,LAST_IMPVOL,53,
AAPL 05/17/14 C375.0,LAST_IMPVOL,42,
AAPL 05/17/14 C378.0,LAST_IMPVOL,37,
AAPL 05/17/14 C381.0,LAST_IMPVOL,34,
AAPL 05/17/14 C384.0,LAST_IMPVOL,32,
AAPL 05/17/14 C387.0,LAST_IMPVOL,32,
AAPL 05/17/14 C390.0,LAST_IMPVOL,33,
AAPL 05/17/14 C393.0,LAST_IMPVOL,36,
AAPL 05/17/14 C396.0,LAST_IMPVOL,39,
AAPL 05/17/14 C399.0,LAST_IMPVOL,42,
AAPL 05/17/14 C402.0,LAST_IMPVOL,47,
AAPL 05/17/14 C405.0,LAST_IMPVOL,54,
AAPL 05/17/14 C408.0,LAST_IMPVOL,64,
AAPL 05/17/14 C411.0,LAST_IMPVOL,78,
AAPL 05/17/14 C414.0,LAST_IMPVOL,89,
AAPL 05/17/14 C417.0,LAST_IMPVOL,99,
AAPL 05/17/14 C420.0,LAST_IMPVOL,120,
AAPL 05/17/14 P363.0,LAST_IMPVOL,90,
AAPL 05/17/14 P366.0,LAST_IMPVOL,70,
AAPL 05/17/14 P369.0,LAST_IMPVOL,65,
AAPL 05/17/14 P372.0,LAST_IMPVOL,53,
AAPL 05/17/14 P375.0,LAST_IMPVOL,42,
AAPL 05/17/14 P378.0,LAST_IMPVOL,37,
AAPL 05/17/14 P381.0,LAST_IMPVOL,34,
AAPL 05/17/14 P384.0,LAST_IMPVOL,32,
AAPL 05/17/14 P387.0,LAST_IMPVOL,32,
AAPL 05/17/14 P390.0,LAST_IMPVOL,33,
AAPL 05/17/14 P393.0,LAST_IMPVOL,36,
AAPL 05/17/14 P396.0,LAST_IMPVOL,39,
AAPL 05/17/14 P399.0,LAST_IMPVOL,42,
AAPL 05/17/14 P402.0,LAST_IMPVOL,47,
AAPL 05/17/14 P405.0,LAST_IMPVOL,54,
AAPL 05/17/14 P408.0,LAST_IMPVOL,64,
AAPL 05/17/14 P411.0,LAST_IMPVOL,78,
AAPL 05/17/14 P414.0,LAST_IMPVOL,89,
AAPL 05/17/14 P417.0,LAST_IMPVOL,99,
AAPL 05/17/14 P420.0,LAST_IMPVOL,120,
AAPL 06/21/14 C363.0,LAST_IMPVOL,90,
AAPL 06/21/14 C366.0,LAST_IMPVOL,70,
AAPL 06/21/14 C369.0,LAST_IMPVOL,65,
AAPL 06/21/14 C372.0,LAST_IMPVOL,53,
AAPL 06/21/14 C375.0,LAST_IMPVOL,42,
AAPL 06/21/14 C378.0,LAST_IMPVOL,37,
AAPL 06/21/14 C381.0,LAST_IMPVOL,34,
AAPL 06/21/14 C384.0,LAST_IMPVOL,32,
AAPL 06/21/14 C387.0,LAST_IMPVOL,32,
AAPL 06/21/14 C390.0,LAST_IMPVOL,33,
AAPL 06/21/14 C393.0,LAST_IMPVOL,36,
AAPL 06/21/14 C396.0,LAST_IMPVOL,39,
AAPL 06/21/14 C399.0,LAST_IMPVOL,42,
AAPL 06/21/14 C402.0,LAST_IMPVOL,47,
AAPL 06/21/14 C405.0,LAST_IMPVOL,54,
AAPL 06/21/14 C408.0,LAST_IMPVOL,64,
AAPL 06/21/14 C411.0,LAST_IMPVOL,78,
AAPL 06/21/14 C414.0,LAST_IMPVOL,89,
AAPL 06/21/14 C417.0,LAST_IMPVOL,99,
AAPL 06/21/14 C420.0,LAST_IMPVOL,120,
AAPL 06/21/14 P363.0,LAST_IMPVOL,90,
AAPL 06/21/14 P366.0,LAST_IMPVOL,70,
AAPL 06/21/14 P369.0,LAST_IMPVOL,65,
AAPL 06/21/14 P372.0,LAST_IMPVOL,53,
AAPL 06/21/14 P375.0,LAST_IMPVOL,42,
AAPL 06/21/14 P378.0,LAST_IMPVOL,37,
AAPL 06/21/14 P381.0,LAST_IMPVOL,34,
AAPL 06/21/14 P384.0,LAST_IMPVOL,32,
AAPL 06/21/14 P387.0,LAST_IMPVOL,32,
AAPL 06/21/14 P390.0,LAST_IMPVOL,33,
AAPL 06/21/14 P393.0,LAST_IMPVOL,36,
AAPL 06/21/14 P396.0,LAST_IMPVOL,39,
AAPL 06/21/14 P399.0,LAST_IMPVOL,42,
AAPL 06/21/14 P402.0,LAST_IMPVOL,47,
AAPL 06/21/14 P405.0,LAST_IMPVOL,54,
AAPL 06/21/14 P408.0,LAST_IMPVOL,64,
AAPL 06/21/14 P411.0,LAST_IMPVOL,78,
AAPL 06/21/14 P414.0,LAST_IMPVOL,89,
AAPL 06/21/14 P417.0,LAST_IMPVOL,99,
AAPL 06/21/14 P420.0,LAST_IMPVOL,120,
AAPL 07/19/14 C363.0,LAST_IMPVOL,90,
AAPL 07/19/14 C366.0,LAST_IMPVOL,70,
AAPL 07/19/14 C369.0,LAST_IMPVOL,65,
AAPL 07/19/14 C372.0,LAST_IMPVOL,53,
AAPL 07/19/14 C375.0,LAST_IMPVOL,42,
AAPL 07/19/14 C378.0,LAST_IMPVOL,37,
AAPL 07/19/14 C381.0,LAST_IMPVOL,34,
AAPL 07/19/14 C384.0,LAST_IMPVOL,32,
AAPL 07/19/14 C387.0,LAST_IMPVOL,32,
AAPL 07/19/14 C390.0,LAST_IMPVOL,33,
AAPL 07/19/14 C393.0,LAST_IMPVOL,36,
AAPL 07/19/14 C396.0,LAST_IMPVOL,39,
AAPL 07/19/14 C399.0,LAST_IMPVOL,42,
AAPL 07/19/14 C402.0,LAST_IMPVOL,47,
AAPL 07/19/14 C405.0,LAST_IMPVOL,54,
AAPL 07/19/14 C408.0,LAST_IMPVOL,64,
AAPL 07/19/14 C411.0,LAST_IMPVOL,78,
AAPL 07/19/14 C414.0,LAST_IMPVOL,89,
AAPL 07/19/14 C417.0,LAST_IMPVOL,99,
AAPL 07/19/14 C420.0,LAST_IMPVOL,120,
AAPL 07/19/14 P363.0,LAST_IMPVOL,90,
AAPL 07/19/14 P366.0,LAST_IMPVOL,70,
AAPL 07/19/14 P369.0,LAST_IMPVOL,65,
AAPL 07/19/14 P372.0,LAST_IMPVOL,53,
AAPL 07/19/14 P375.0,LAST_IMPVOL,42,
AAPL 07/19/14 P378.0,LAST_IMPVOL,37,
AAPL 07/19/14 P381.0,LAST_IMPVOL,34,
AAPL 07/19/14 P384.0,LAST_IMPVOL,32,
AAPL 07/19/14 P387.0,LAST_IMPVOL,32,
AAPL 07/19/14 P390.0,LAST_IMPVOL,33,
AAPL 07/19/14 P393.0,LAST_IMPVOL,36,
AAPL 07/19/14 P396.0,LAST_IMPVOL,39,
AAPL 07/19/14 P399.0,LAST_IMPVOL,42,
AAPL 07/19/14 P402.0,LAST_IMPVOL,47,
AAPL 07/19/14 P405.0,LAST_IMPVOL,54,
AAPL 07/19/14 P408.0,LAST_IMPVOL,64,
AAPL 07/19/14 P411.0,LAST_IMPVOL,78,
AAPL 07/19/14 P414.0,LAST_IMPVOL,89,
AAPL 07/19/14 P417.0,LAST_IMPVOL,99,
AAPL 07/19/14 P420.0,LAST_IMPVOL,1.2,
AAPL 08/16/14 C363.0,LAST_IMPVOL,9,
AAPL 08/16/14 C366.0,LAST_IMPVOL,7,
AAPL 08/16/14 C369.0,LAST_IMPVOL,65,
AAPL 08/16/14 C372.0,LAST_IMPVOL,53,
AAPL 08/16/14 C375.0,LAST_IMPVOL,42,
AAPL 08/16/14 C378.0,LAST_IMPVOL,37,
AAPL 08/16/14 C381.0,LAST_IMPVOL,34,
AAPL 08/16/14 C384.0,LAST_IMPVOL,32,
AAPL 08/16/14 C387.0,LAST_IMPVOL,32,
AAPL 08/16/14 C390.0,LAST_IMPVOL,33,
AAPL 08/16/14 C393.0,LAST_IMPVOL,36,
AAPL 08/16/14 C396.0,LAST_IMPVOL,39,
AAPL 08/16/14 C399.0,LAST_IMPVOL,42,
AAPL 08/16/14 C402.0,LAST_IMPVOL,47,
AAPL 08/16/14 C405.0,LAST_IMPVOL,54,
AAPL 08/16/14 C408.0,LAST_IMPVOL,64,
AAPL 08/16/14 C411.0,LAST_IMPVOL,78,
AAPL 08/16/14 C414.0,LAST_IMPVOL,89,
AAPL 08/16/14 C417.0,LAST_IMPVOL,99,
AAPL 08/16/14 C420.0,LAST_IMPVOL,120,
AAPL 08/16/14 P363.0,LAST_IMPVOL,90,
AAPL 08/16/14 P366.0,LAST_IMPVOL,70,
AAPL 08/16/14 P369.0,LAST_IMPVOL,65,
AAPL 08/16/14 P372.0,LAST_IMPVOL,53,
AAPL 08/16/14 P375.0,LAST_IMPVOL,42,
AAPL 08/16/14 P378.0,LAST_IMPVOL,37,
AAPL 08/16/14 P381.0,LAST_IMPVOL,34,
AAPL 08/16/14 P384.0,LAST_IMPVOL,32,
AAPL 08/16/14 P387.0,LAST_IMPVOL,32,
AAPL 08/16/14 P390.0,LAST_IMPVOL,33,
AAPL 08/16/14 P393.0,LAST_IMPVOL,36,
AAPL 08/16/14 P396.0,LAST_IMPVOL,39,
AAPL 08/16/14 P399.0,LAST_IMPVOL,42,
AAPL 08/16/14 P402.0,LAST_IMPVOL,47,
AAPL 08/16/14 P405.0,LAST_IMPVOL,54,
AAPL 08/16/14 P408.0,LAST_IMPVOL,64,
AAPL 08/16/14 P411.0,LAST_IMPVOL,78,
AAPL 08/16/14 P414.0,LAST_IMPVOL,89,
AAPL 08/16/14 P417.0,LAST_IMPVOL,99,
AAPL 08/16/14 P420.0,LAST_IMPVOL,120,
AAPL 09/20/14 C363.0,LAST_IMPVOL,90,
AAPL 09/20/14 C366.0,LAST_IMPVOL,70,
AAPL 09/20/14 C369.0,LAST_IMPVOL,65,
AAPL 09/20/14 C372.0,LAST_IMPVOL,53,
AAPL 09/20/14 C375.0,LAST_IMPVOL,42,
AAPL 09/20/14 C378.0,LAST_IMPVOL,37,
AAPL 09/20/14 C381.0,LAST_IMPVOL,34,
AAPL 09/20/14 C384.0,LAST_IMPVOL,32,
AAPL 09/20/14 C387.0,LAST_IMPVOL,32,
AAPL 09/20/14 C390.0,LAST_IMPVOL,33,
AAPL 09/20/14 C393.0,LAST_IMPVOL,36,
AAPL 09/20/14 C396.0,LAST_IMPVOL,39,
AAPL 09/20/14 C399.0,LAST_IMPVOL,42,
AAPL 09/20/14 C402.0,LAST_IMPVOL,47,
AAPL 09/20/14 C405.0,LAST_IMPVOL,54,
AAPL 09/20/14 C408.0,LAST_IMPVOL,64,
AAPL 09/20/14 C411.0,LAST_IMPVOL,78,
AAPL 09/20/14 C414.0,LAST_IMPVOL,89,
AAPL 09/20/14 C417.0,LAST_IMPVOL,99,
AAPL 09/20/14 C420.0,LAST_IMPVOL,120,
